arm,model,exam,battery,qid,pass,n,pass_rate
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h08,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h09,0,10,0.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h10,3,10,0.300
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h11,5,10,0.500
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h12,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h13,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h14,5,10,0.500
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,h15,9,10,0.900
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,r01,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,r02,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,r03,6,10,0.600
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,r04,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos-hard,r05,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q01,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q02,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q03,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q04,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q05,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q06,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q07,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q08,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q09,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q10,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q11,7,10,0.700
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q12,9,10,0.900
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q13,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q14,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q15,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q16,9,10,0.900
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q17,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q18,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q19,8,10,0.800
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q20,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q21,3,10,0.300
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q22,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q23,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q24,9,10,0.900
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q25,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q26,9,10,0.900
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q27,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q28,9,10,0.900
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q29,10,10,1.000
gitnexus,claude-opus-4-6,MultiTurnExam,memos,q30,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h01,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h02,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h03,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h04,7,10,0.700
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h05,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h06,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h07,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h08,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h09,0,10,0.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h10,0,10,0.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h11,8,10,0.800
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h12,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h13,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h14,4,10,0.400
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,h15,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,r01,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,r02,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,r03,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,r04,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos-hard,r05,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q01,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q02,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q03,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q04,9,10,0.900
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q05,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q06,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q07,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q08,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q09,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q10,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q11,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q12,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q13,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q14,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q15,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q16,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q17,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q18,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q19,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q20,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q21,8,10,0.800
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q22,8,10,0.800
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q23,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q24,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q25,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q26,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q27,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q28,4,10,0.400
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q29,10,10,1.000
gitnexus,claude-opus-4-6,ZeroShotExam,memos,q30,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h01,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h02,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h03,9,10,0.900
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h04,7,10,0.700
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h05,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h06,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h07,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h08,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h09,0,10,0.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h10,3,10,0.300
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h11,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h12,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h13,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h14,9,10,0.900
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,h15,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,r01,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,r02,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,r03,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,r04,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos-hard,r05,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q01,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q02,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q03,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q04,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q05,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q06,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q07,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q08,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q09,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q10,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q11,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q12,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q13,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q14,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q15,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q16,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q17,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q18,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q19,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q20,9,10,0.900
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q21,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q22,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q23,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q24,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q25,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q26,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q27,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q28,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q29,10,10,1.000
gitnexus,claude-opus-4-8,MultiTurnExam,memos,q30,9,10,0.900
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h01,9,10,0.900
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h02,9,10,0.900
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h03,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h04,8,10,0.800
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h05,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h06,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h07,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h08,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h09,2,10,0.200
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h10,0,10,0.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h11,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h12,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h13,9,10,0.900
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h14,2,10,0.200
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,h15,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,r01,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,r02,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,r03,6,10,0.600
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,r04,10,10,1.000
gitnexus,claude-opus-4-8,ZeroShotExam,memos-hard,r05,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h01,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h02,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h03,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h04,6,10,0.600
gitnexus,claude-opus-5,HumanExam,memos-hard,h05,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h06,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h07,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h08,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h09,6,10,0.600
gitnexus,claude-opus-5,HumanExam,memos-hard,h10,4,10,0.400
gitnexus,claude-opus-5,HumanExam,memos-hard,h11,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h12,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h13,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h14,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,h15,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,r01,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,r02,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,r03,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,r04,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos-hard,r05,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q01,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q02,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q03,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q04,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q05,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q06,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q07,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q08,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q09,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q10,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q11,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q12,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q13,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q14,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q15,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q16,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q17,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q18,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q19,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q20,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q21,9,10,0.900
gitnexus,claude-opus-5,HumanExam,memos,q22,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q23,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q24,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q25,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q26,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q27,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q28,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q29,10,10,1.000
gitnexus,claude-opus-5,HumanExam,memos,q30,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h01,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h02,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h03,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h04,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h05,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h06,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h07,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h08,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h09,4,10,0.400
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h10,1,10,0.100
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h11,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h12,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h13,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h14,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,h15,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,r01,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,r02,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,r03,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,r04,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos-hard,r05,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q01,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q02,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q03,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q04,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q05,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q06,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q07,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q08,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q09,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q10,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q11,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q12,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q13,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q14,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q15,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q16,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q17,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q18,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q19,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q20,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q21,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q22,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q23,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q24,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q25,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q26,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q27,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q28,8,10,0.800
gitnexus,claude-opus-5,MultiTurnExam,memos,q29,10,10,1.000
gitnexus,claude-opus-5,MultiTurnExam,memos,q30,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h01,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h02,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h03,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h04,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h05,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h06,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h07,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h08,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h09,8,10,0.800
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h10,2,10,0.200
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h11,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h12,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h13,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h14,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,h15,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,r01,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,r02,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,r03,8,10,0.800
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,r04,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos-hard,r05,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q01,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q02,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q03,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q04,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q05,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q06,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q07,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q08,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q09,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q10,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q11,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q12,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q13,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q14,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q15,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q16,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q17,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q18,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q19,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q20,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q21,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q22,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q23,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q24,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q25,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q26,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q27,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q28,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q29,10,10,1.000
gitnexus,claude-opus-5,ZeroShotExam,memos,q30,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h01,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h02,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h03,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h04,5,10,0.500
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h05,6,10,0.600
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h06,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h07,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h08,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h09,0,10,0.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h10,0,10,0.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h11,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h12,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h13,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h14,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,h15,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,r01,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,r02,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,r03,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,r04,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos-hard,r05,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q01,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q02,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q03,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q04,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q05,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q06,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q07,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q08,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q09,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q10,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q11,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q12,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q13,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q14,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q15,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q16,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q17,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q18,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q19,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q20,8,10,0.800
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q21,5,10,0.500
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q22,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q23,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q24,10,10,1.000
gitnexus,claude-sonnet-5,MultiTurnExam,memos,q25,10,10,1.000
